seller,name,price,link
Mediamarkt,SAMSUNG Galaxy A53 128GB Akıllı Telefon Siyah,11999,https://www.mediamarkt.com.tr/tr/product/_samsung-galaxy-a53-128gb-ak%C4%B1ll%C4%B1-telefon-siyah-1220576.html
Mediamarkt,HUAWEI Nova 10 SE 128 GB Akıllı Telefon Yıldızlı Siyah,12499,https://www.mediamarkt.com.tr/tr/product/_huawe%C4%B1-nova-10-se-128-gb-ak%C4%B1ll%C4%B1-telefon-y%C4%B1ld%C4%B1zl%C4%B1-siyah-1224830.html
Mediamarkt,XIAOMI Redmi Note 11 128GB Akıllı Telefon Gece Mavisi,7999,https://www.mediamarkt.com.tr/tr/product/_x%C4%B1aom%C4%B1-redmi-note-11-128gb-ak%C4%B1ll%C4%B1-telefon-gece-mavisi-1221495.html
Mediamarkt,VIVO Y21 64GB Akıllı Telefon İnci Beyazı,4999,https://www.mediamarkt.com.tr/tr/product/_v%C4%B1vo-y21-64gb-ak%C4%B1ll%C4%B1-telefon-inci-beyaz%C4%B1-1219502.html
Mediamarkt,APPLE iPhone SE 2022 256GB Akıllı Telefon Kırmızı,20899,https://www.mediamarkt.com.tr/tr/product/_apple-iphone-se-2022-256gb-ak%C4%B1ll%C4%B1-telefon-k%C4%B1rm%C4%B1z%C4%B1-1220699.html
Mediamarkt,APPLE iPhone 14 Plus 512GB Akıllı Telefon Mavi MQ5G3TU/A,42899,https://www.mediamarkt.com.tr/tr/product/_apple-iphone-14-plus-512gb-ak%C4%B1ll%C4%B1-telefon-mavi-mq5g3tu-a-1223385.html
Mediamarkt,TECNO Spark 8C 128GB Akıllı Telefon Siyah,5499,https://www.mediamarkt.com.tr/tr/product/_tecno-spark-8c-128gb-ak%C4%B1ll%C4%B1-telefon-siyah-1225264.html
Mediamarkt,TCL 20 5G 256GB Akıllı Telefon Gri,7499,https://www.mediamarkt.com.tr/tr/product/_tcl-20-5g-256gb-ak%C4%B1ll%C4%B1-telefon-gri-1221245.html
Mediamarkt,XIAOMI Redmi Note 11 128GB Akıllı Telefon Yıldız Mavisi,7999,https://www.mediamarkt.com.tr/tr/product/_x%C4%B1aom%C4%B1-redmi-note-11-128gb-ak%C4%B1ll%C4%B1-telefon-y%C4%B1ld%C4%B1z-mavisi-1221493.html
Mediamarkt,"HUAWEI Nova 9  6.57"" 8/128GB Akıllı Telefon Siyah",11999,https://www.mediamarkt.com.tr/tr/product/_huawe%C4%B1-nova%C2%A09-6-57-8-128gb-ak%C4%B1ll%C4%B1-telefon-siyah-1218570.html
Mediamarkt,REALME C25Y 128GB Akıllı Telefon Metal Grisi,4899,https://www.mediamarkt.com.tr/tr/product/_realme-c25y-128gb-ak%C4%B1ll%C4%B1-telefon-metal-grisi-1220229.html
Mediamarkt,SAMSUNG Galaxy S22 Ultra 256GB Akıllı Telefon Phantom White,35999,https://www.mediamarkt.com.tr/tr/product/_samsung-galaxy-s22-ultra-256gb-ak%C4%B1ll%C4%B1-telefon-phantom-white-1220206.html
Mediamarkt,TECNO Pova Neo 64GB Akıllı Telefon Obsidyen Siyah,4799,https://www.mediamarkt.com.tr/tr/product/_tecno-pova-neo-64gb-ak%C4%B1ll%C4%B1-telefon-obsidyen-siyah-1222716.html
Mediamarkt,APPLE iPhone SE 2022 256GB Akıllı Telefon Starlight,20899,https://www.mediamarkt.com.tr/tr/product/_apple-iphone-se-2022-256gb-ak%C4%B1ll%C4%B1-telefon-starlight-1220700.html
Mediamarkt,TECNO Pova Neo 64GB Akıllı Telefon Parlak Mavi,4799,https://www.mediamarkt.com.tr/tr/product/_tecno-pova-neo-64gb-ak%C4%B1ll%C4%B1-telefon-parlak-mavi-1222703.html
Mediamarkt,VIVO Y21 64GB Akıllı Telefon Metalik Mavi,4999,https://www.mediamarkt.com.tr/tr/product/_v%C4%B1vo-y21-64gb-ak%C4%B1ll%C4%B1-telefon-metalik-mavi-1219501.html
Mediamarkt,TCL 30+ 128GB Akıllı Telefon Mavi,6999,https://www.mediamarkt.com.tr/tr/product/_tcl-30-128gb-ak%C4%B1ll%C4%B1-telefon-mavi-1222228.html
Mediamarkt,VIVO Y33s 128GB Akıllı Telefon Gün Ortası Mavisi,7999,https://www.mediamarkt.com.tr/tr/product/_v%C4%B1vo-y33s-128gb-ak%C4%B1ll%C4%B1-telefon-g%C3%BCn-ortas%C4%B1-mavisi-1219705.html
Mediamarkt,TECNO Camon 18P 128GB Akıllı Telefon Karanlık Gri,7999,https://www.mediamarkt.com.tr/tr/product/_tecno-camon-18p-128gb-ak%C4%B1ll%C4%B1-telefon-karanl%C4%B1k-gri-1220057.html
Mediamarkt,VIVO Y16 64GB Akıllı Telefon Işıltılı Altın,4999,https://www.mediamarkt.com.tr/tr/product/_v%C4%B1vo-y16-64gb-ak%C4%B1ll%C4%B1-telefon-%C4%B1%C5%9F%C4%B1lt%C4%B1l%C4%B1-alt%C4%B1n-1225034.html
Mediamarkt,APPLE iPhone 14 Plus 512GB Akıllı Telefon Purple MQ5E3TU/A,42899,https://www.mediamarkt.com.tr/tr/product/_apple-iphone-14-plus-512gb-ak%C4%B1ll%C4%B1-telefon-purple-mq5e3tu-a-1223383.html
Mediamarkt,TECNO Spark 8C 128 GB Akıllı Telefon Siyah,4999,https://www.mediamarkt.com.tr/tr/product/_tecno-spark-8c-128-gb-ak%C4%B1ll%C4%B1-telefon-siyah-1221880.html
Mediamarkt,APPLE iPhone 14 Plus 512GB Akıllı Telefon Midnight MQ593TU/A,42899,https://www.mediamarkt.com.tr/tr/product/_apple-iphone-14-plus-512gb-ak%C4%B1ll%C4%B1-telefon-midnight-mq593tu-a-1223381.html
Mediamarkt,APPLE iPhone 14 512GB Akıllı Telefon Purple MPX93TU/A,38899,https://www.mediamarkt.com.tr/tr/product/_apple-iphone-14-512gb-ak%C4%B1ll%C4%B1-telefon-purple-mpx93tu-a-1223368.html
Mediamarkt,TCL 20 5G 256GB Akıllı Telefon Mavi,7499,https://www.mediamarkt.com.tr/tr/product/_tcl-20-5g-256gb-ak%C4%B1ll%C4%B1-telefon-mavi-1221244.html
Mediamarkt,TCL 30 SE 128GB Akıllı Telefon Mavi,5999,https://www.mediamarkt.com.tr/tr/product/_tcl-30-se-128gb-ak%C4%B1ll%C4%B1-telefon-mavi-1221957.html
Mediamarkt,CASPER VIA F30 Plus 128 GB Akıllı Telefon Platin Mavi,5999,https://www.mediamarkt.com.tr/tr/product/_casper-v%C4%B1a-f30-plus-128-gb-ak%C4%B1ll%C4%B1-telefon-platin-mavi-1225040.html
Mediamarkt,VIVO Y22S 128GB Akıllı Telefon Yıldızlı Mavi,7999,https://www.mediamarkt.com.tr/tr/product/_v%C4%B1vo-y22s-128gb-ak%C4%B1ll%C4%B1-telefon-y%C4%B1ld%C4%B1zl%C4%B1-mavi-1225036.html
Mediamarkt,VIVO Y16 32GB Akıllı Telefon Işıltılı Altın,4699,https://www.mediamarkt.com.tr/tr/product/_v%C4%B1vo-y16-32gb-ak%C4%B1ll%C4%B1-telefon-%C4%B1%C5%9F%C4%B1lt%C4%B1l%C4%B1-alt%C4%B1n-1225560.html
Mediamarkt,TCL 30 64GB Akıllı Telefon Mavi,6499,https://www.mediamarkt.com.tr/tr/product/_tcl-30-64gb-ak%C4%B1ll%C4%B1-telefon-mavi-1222226.html
Mediamarkt,VIVO Y16 32GB Akıllı Telefon Yıldız Gece Siyahı,4699,https://www.mediamarkt.com.tr/tr/product/_v%C4%B1vo-y16-32gb-ak%C4%B1ll%C4%B1-telefon-y%C4%B1ld%C4%B1z-gece-siyah%C4%B1-1225559.html
